Force (N),Position (mm),Time (min)
7010.20,0.479397,0.148
7051.05,0.483204,0.149
7090.70,0.487121,0.150
7129.76,0.491778,0.151
7166.77,0.495530,0.152
7204.75,0.499458,0.153
7243.62,0.503316,0.154
7281.18,0.507131,0.155
7316.96,0.510830,0.156
7354.34,0.515810,0.157
7390.33,0.520212,0.158
7427.12,0.523657,0.159
7462.57,0.527494,0.160
7498.30,0.532260,0.161
7532.48,0.536160,0.163
7566.65,0.540401,0.164
7601.76,0.544332,0.165
7633.95,0.548346,0.166
7666.52,0.552912,0.167
7700.02,0.556874,0.168
7730.83,0.561438,0.169
7763.08,0.565461,0.170
7795.10,0.569446,0.171
7826.46,0.573524,0.172
7858.24,0.577940,0.173
7888.34,0.581933,0.174
7919.42,0.586763,0.175
7948.60,0.591030,0.176
7979.24,0.594972,0.177
8008.28,0.599646,0.178
8037.96,0.603717,0.180
8065.83,0.607893,0.181
8094.69,0.612557,0.182
8123.55,0.617173,0.183
8151.44,0.621337,0.184
8178.13,0.625735,0.185
8206.79,0.630073,0.186
8233.98,0.634903,0.187
8259.72,0.639081,0.188
8287.13,0.643341,0.189
8312.60,0.647600,0.190
8339.42,0.651971,0.191
8365.00,0.656191,0.192
8388.88,0.661005,0.193
8414.48,0.665629,0.194
8439.93,0.669883,0.195
8463.70,0.674178,0.197
8489.14,0.678440,0.198
8512.94,0.683644,0.199
8537.04,0.687915,0.200
8560.27,0.692257,0.201
8584.30,0.696600,0.202
8608.19,0.701744,0.203
8630.27,0.706066,0.204
8652.83,0.710695,0.205
8674.83,0.715024,0.206
8698.19,0.719396,0.207
8719.33,0.723728,0.208
8742.42,0.728633,0.209
8764.54,0.732960,0.210
8785.68,0.738155,0.211
8807.09,0.742278,0.212
8828.18,0.747694,0.214
8850.09,0.752023,0.215
8870.70,0.756508,0.216
8892.40,0.760895,0.217
8912.86,0.765319,0.218
8931.90,0.769793,0.219
8952.35,0.774850,0.220
8972.70,0.778715,0.221
8992.97,0.784061,0.222
9013.41,0.788478,0.223
9032.12,0.792964,0.224
9050.90,0.797459,0.225
9071.09,0.802767,0.226
9088.85,0.807027,0.227
9109.81,0.811726,0.228
9127.53,0.816352,0.229
9146.27,0.821544,0.231
9164.98,0.826318,0.232
9183.10,0.830824,0.233
9202.74,0.835277,0.234
9220.41,0.839792,0.235
9238.27,0.844823,0.236
9255.35,0.849349,0.237
9272.38,0.853896,0.238
9290.95,0.858393,0.239
9309.35,0.862886,0.240
9325.19,0.868264,0.241
9342.28,0.872768,0.242
9360.55,0.877492,0.243
9377.54,0.882033,0.244
9394.27,0.887174,0.245
9411.81,0.891499,0.246
9427.63,0.896710,0.248
9444.73,0.901258,0.249
9460.94,0.906315,0.250
9477.93,0.910817,0.251
9494.94,0.915323,0.252
9510.24,0.920505,0.253
9526.66,0.925061,0.254
9542.77,0.930347,0.255
9559.58,0.935194,0.256
9574.66,0.939714,0.257
9591.91,0.944337,0.258
9607.23,0.949068,0.259
9622.58,0.953631,0.260
9637.92,0.958191,0.261
9653.27,0.963741,0.262
9670.21,0.968273,0.263
9685.47,0.972890,0.264
9700.70,0.978371,0.266
9715.96,0.982934,0.267
9729.89,0.987547,0.268
9744.84,0.992346,0.269
9761.34,0.996909,0.270
9776.49,1.00149,0.271
9791.23,1.00679,0.272
9805.13,1.01116,0.273
9820.24,1.01640,0.274
9834.78,1.02102,0.275
9850.05,1.02562,0.276
9865.32,1.03068,0.277
9879.85,1.03584,0.278
9894.14,1.04047,0.279
9907.73,1.04512,0.280
9923.21,1.04996,0.281
9938.29,1.05460,0.283
9951.89,1.05921,0.284
9966.89,1.06462,0.285
9980.52,1.06916,0.286
9994.54,1.07392,0.287
10009.6,1.07858,0.288
10023.3,1.08321,0.289
10038.5,1.08878,0.290
10052.1,1.09338,0.291
10065.8,1.09809,0.292
10079.6,1.10276,0.293
10094.6,1.10737,0.294
10108.2,1.11280,0.295
10122.2,1.11767,0.296
10135.9,1.12233,0.297
10149.5,1.12699,0.298
10164.7,1.13197,0.300
10177.8,1.13684,0.301
10191.4,1.14146,0.302
10205.8,1.14652,0.303
10219.5,1.15120,0.304
10233.8,1.15624,0.305
10247.5,1.16087,0.306
10259.4,1.16620,0.307
10274.4,1.17052,0.308
10289.4,1.17567,0.309
10301.9,1.18114,0.310
10315.5,1.18579,0.311
10330.5,1.19040,0.312
10344.4,1.19505,0.313
10357.8,1.19971,0.314
10371.5,1.20438,0.315
10385.1,1.20901,0.317
10398.2,1.21447,0.318
10411.3,1.21888,0.319
10424.3,1.22392,0.320
10437.9,1.22854,0.321
10451.5,1.23387,0.322
10465.0,1.23851,0.323
10478.5,1.24314,0.324
10492.2,1.24800,0.325
10505.7,1.25273,0.326
10518.6,1.25794,0.327
10531.2,1.26281,0.328
10545.0,1.26755,0.329
10558.6,1.27221,0.330
10572.2,1.27787,0.331
10585.6,1.28253,0.332
10599.1,1.28719,0.334
10611.9,1.29235,0.335
10624.9,1.29655,0.336
10638.5,1.30193,0.337
10651.6,1.30657,0.338
10665.1,1.31155,0.339
10677.7,1.31624,0.340
10691.3,1.32090,0.341
10704.9,1.32608,0.342
10717.8,1.33134,0.343
10731.8,1.33630,0.344
10745.0,1.34078,0.345
10758.5,1.34539,0.346
10770.7,1.35014,0.347
10784.2,1.35569,0.348
10797.6,1.36026,0.349
10811.0,1.36494,0.351
10824.8,1.36970,0.352
10837.4,1.37520,0.353
10848.8,1.37990,0.354
10862.4,1.38488,0.355
10876.0,1.38954,0.356
10889.6,1.39419,0.357
10903.2,1.39885,0.358
10915.2,1.40404,0.359
10928.8,1.40866,0.360
10941.0,1.41371,0.361
10954.9,1.41858,0.362
10969.2,1.42307,0.363
10981.5,1.42819,0.364
10995.1,1.43281,0.365
11007.3,1.43828,0.366
11020.8,1.44306,0.368
11034.2,1.44772,0.369
11046.6,1.45292,0.370
11059.7,1.45797,0.371
11073.4,1.46264,0.372
11085.4,1.46732,0.373
11098.9,1.47202,0.374
11112.3,1.47668,0.375
11124.7,1.48138,0.376
11138.0,1.48684,0.377
11151.7,1.49159,0.378
11164.7,1.49637,0.379
11178.3,1.50104,0.380
11191.8,1.50634,0.381
11204.3,1.51099,0.382
11217.0,1.51609,0.383
11229.8,1.52073,0.385
11243.5,1.52543,0.386
11256.1,1.53053,0.387
11269.3,1.53505,0.388
11281.9,1.54044,0.389
11296.0,1.54539,0.390
11308.6,1.55009,0.391
11321.7,1.55473,0.392
11335.3,1.55935,0.393
11348.6,1.56481,0.394
11360.8,1.56952,0.395
11373.6,1.57463,0.396
11386.5,1.57890,0.397
11401.2,1.58339,0.398
11415.2,1.58912,0.399
11427.2,1.59388,0.400
11438.7,1.59840,0.402
11452.7,1.60408,0.403
11466.0,1.60890,0.404
11479.7,1.61346,0.405
11491.4,1.61802,0.406
11504.3,1.62298,0.407
11518.0,1.62763,0.408
11530.9,1.63228,0.409
11545.5,1.63695,0.410
11558.2,1.64216,0.411
11571.8,1.64730,0.412
11585.4,1.65239,0.413
11597.6,1.65690,0.414
11610.9,1.66231,0.415
11623.4,1.66701,0.416
11636.9,1.67168,0.417
11651.2,1.67627,0.419
11663.7,1.68122,0.420
11677.3,1.68667,0.421
11689.4,1.69138,0.422
11703.6,1.69565,0.423
11717.8,1.70064,0.424
11731.7,1.70631,0.425
11743.6,1.71099,0.426
11755.6,1.71565,0.427
11769.1,1.72038,0.428
11782.7,1.72504,0.429
11797.6,1.72965,0.430
11810.0,1.73506,0.431
11823.4,1.73972,0.432
11837.0,1.74466,0.433
11850.1,1.74937,0.434
11862.6,1.75407,0.436
11876.2,1.75929,0.437
11890.6,1.76388,0.438
11903.4,1.76904,0.439
11916.9,1.77365,0.440
11930.9,1.77860,0.441
11944.2,1.78336,0.442
11956.9,1.78858,0.443
11970.9,1.79334,0.444
11984.4,1.79794,0.445
11998.6,1.80265,0.446
12012.2,1.80748,0.447
12027.3,1.81205,0.448
12039.9,1.81724,0.449
12053.0,1.82229,0.450
12066.6,1.82695,0.451
12080.2,1.83256,0.453
12093.7,1.83718,0.454
12107.2,1.84181,0.455
12119.3,1.84646,0.456
12133.3,1.85127,0.457
12146.9,1.85581,0.458
12161.4,1.86157,0.459
12175.4,1.86621,0.460
12189.0,1.87087,0.461
12202.6,1.87553,0.462
12216.2,1.88018,0.463
12229.6,1.88477,0.464
12244.2,1.88996,0.465
12257.7,1.89513,0.466
12270.9,1.90006,0.467
12284.2,1.90448,0.468
12296.7,1.90951,0.470
12311.9,1.91407,0.471
12325.3,1.91937,0.472
12340.3,1.92406,0.473
12352.2,1.92894,0.474
12365.8,1.93356,0.475
12380.3,1.93869,0.476
12393.1,1.94375,0.477
12405.5,1.94814,0.478
12421.7,1.95292,0.479
12436.4,1.95814,0.480
12449.1,1.96283,0.481
12463.2,1.96746,0.482
12476.8,1.97212,0.483
12491.6,1.97733,0.484
12506.4,1.98236,0.485
12518.4,1.98717,0.487
12532.6,1.99186,0.488
12546.1,1.99649,0.489
12561.2,2.00106,0.490
12574.8,2.00665,0.491
12590.1,2.01124,0.492
12603.7,2.01589,0.493
12617.3,2.02148,0.494
12630.9,2.02609,0.495
12644.4,2.03087,0.496
12659.7,2.03547,0.497
12673.3,2.04013,0.498
12687.3,2.04476,0.499
12701.0,2.04943,0.500
12715.8,2.05469,0.501
12729.8,2.05907,0.502
12743.6,2.06488,0.504
12757.4,2.06952,0.505
12772.7,2.07408,0.506
12787.1,2.07924,0.507
12802.4,2.08384,0.508
12815.9,2.08845,0.509
12830.7,2.09311,0.510
12844.6,2.09846,0.511
12858.4,2.10341,0.512
12872.3,2.10806,0.513
12887.2,2.11265,0.514
12902.4,2.11728,0.515
12914.8,2.12216,0.516
12928.5,2.12680,0.517
12942.1,2.13145,0.518
12956.9,2.13685,0.519
12972.8,2.14158,0.521
12986.7,2.14630,0.522
13000.3,2.15089,0.523
13014.2,2.15637,0.524
13029.4,2.16095,0.525
13044.5,2.16557,0.526
13059.7,2.17023,0.527
13073.5,2.17490,0.528
13087.9,2.18017,0.529
13101.5,2.18572,0.530
13117.0,2.18950,0.531
13132.1,2.19412,0.532
13147.5,2.19957,0.533
13160.1,2.20425,0.534
13175.2,2.20912,0.535
13188.8,2.21405,0.536
13204.2,2.21840,0.538
13219.4,2.22319,0.539
13234.5,2.22860,0.540
13249.0,2.23343,0.541
13264.3,2.23804,0.542
13279.5,2.24264,0.543
13293.1,2.24733,0.544
13308.4,2.25190,0.545
13322.6,2.25711,0.546
13337.2,2.26212,0.547
13351.8,2.26745,0.548
13367.2,2.27121,0.549
13381.3,2.27620,0.550
13397.4,2.28133,0.551
13411.7,2.28588,0.552
13426.9,2.29091,0.553
13441.4,2.29565,0.555
13456.6,2.30049,0.556
13472.5,2.30506,0.557
13487.4,2.31051,0.558
13501.6,2.31527,0.559
13516.3,2.31966,0.560
13531.7,2.32432,0.561
13547.0,2.32892,0.562
13563.8,2.33351,0.563
13577.5,2.33899,0.564
13593.0,2.34354,0.565
13606.5,2.34829,0.566
13623.3,2.35291,0.567
13638.1,2.35854,0.568
13653.8,2.36313,0.569
13667.9,2.36771,0.570
13683.4,2.37238,0.572
13698.4,2.37733,0.573
13714.9,2.38155,0.574
13730.2,2.38662,0.575
13745.2,2.39166,0.576
13760.2,2.39613,0.577
13774.5,2.40134,0.578
13789.9,2.40610,0.579
13806.9,2.41064,0.580
13823.7,2.41565,0.581
13837.1,2.42046,0.582
13853.7,2.42507,0.583
13867.7,2.42967,0.584
13884.4,2.43509,0.585
13899.8,2.43971,0.586
13915.0,2.44431,0.587
13930.3,2.44891,0.589
13944.5,2.45409,0.590
13961.0,2.45899,0.591
13976.3,2.46371,0.592
13993.0,2.46826,0.593
14006.5,2.47275,0.594
14024.0,2.47817,0.595
14039.4,2.48273,0.596
14055.7,2.48726,0.597
14071.2,2.49205,0.598
14087.0,2.49736,0.599
14103.1,2.50189,0.600
14118.5,2.50644,0.601
14134.6,2.51153,0.602
14150.6,2.51610,0.603
14165.9,2.52071,0.604
14182.4,2.52561,0.606
14197.3,2.53010,0.607
14214.2,2.53543,0.608
14229.9,2.53982,0.609
14244.8,2.54430,0.610
14260.4,2.54922,0.611
14276.8,2.55374,0.612
14292.5,2.55912,0.613
14307.9,2.56375,0.614
14324.8,2.56831,0.615
14340.8,2.57347,0.616
14358.6,2.57740,0.617
14374.0,2.58291,0.618
14389.4,2.58747,0.619
14405.0,2.59220,0.620
14421.7,2.59675,0.621
14438.7,2.60154,0.623
14454.0,2.60686,0.624
14470.7,2.61132,0.625
14486.9,2.61600,0.626
14502.8,2.62121,0.627
14519.5,2.62565,0.628
14536.5,2.63021,0.629
14553.5,2.63473,0.630
14568.8,2.63934,0.631
14583.0,2.64453,0.632
14601.5,2.64979,0.633
14618.5,2.65433,0.634
14636.0,2.65904,0.635
14652.6,2.66359,0.636
14668.4,2.66838,0.637
14685.3,2.67287,0.638
14700.7,2.67831,0.640
14717.6,2.68285,0.641
14734.7,2.68740,0.642
14751.8,2.69254,0.643
14765.4,2.69757,0.644
14782.4,2.70207,0.645
14799.4,2.70658,0.646
14817.8,2.71103,0.647
14834.7,2.71574,0.648
14850.4,2.72033,0.649
14867.8,2.72557,0.650
14884.4,2.73027,0.651
14900.7,2.73495,0.652
14918.3,2.73949,0.653
14935.3,2.74403,0.654
14952.3,2.74909,0.655
14969.3,2.75360,0.657
14984.4,2.75864,0.658
15000.7,2.76331,0.659
15018.7,2.76782,0.660
15035.6,2.77310,0.661
15053.9,2.77787,0.662
15069.7,2.78244,0.663
15086.6,2.78698,0.664
15103.9,2.79150,0.665
15120.7,2.79619,0.666
15137.7,2.80070,0.667
15154.6,2.80616,0.668
15172.0,2.81028,0.669
15188.3,2.81515,0.670
15205.7,2.81980,0.671
15222.7,2.82434,0.672
15241.3,2.82967,0.674
15258.7,2.83416,0.675
15275.7,2.83888,0.676
15292.3,2.84344,0.677
15309.3,2.84809,0.678
15326.3,2.85354,0.679
15345.0,2.85803,0.680
15362.7,2.86255,0.681
15379.8,2.86761,0.682
15396.7,2.87208,0.683
15414.7,2.87659,0.684
15431.7,2.88169,0.685
15448.7,2.88624,0.686
15466.7,2.89092,0.687
15483.8,2.89627,0.688
15501.3,2.90079,0.689
15518.3,2.90533,0.691
15537.0,2.90983,0.692
15553.7,2.91450,0.693
15572.5,2.91895,0.694
15589.6,2.92442,0.695
15607.0,2.92854,0.696
15625.3,2.93344,0.697
15643.9,2.93793,0.698
15661.0,2.94247,0.699
15679.6,2.94780,0.700
15696.9,2.95229,0.701
15713.4,2.95698,0.702
15731.8,2.96226,0.703
15750.6,2.96689,0.704
15767.9,2.97120,0.705
15785.4,2.97565,0.706
15803.4,2.98053,0.707
15822.3,2.98508,0.709
15840.1,2.98959,0.710
15858.0,2.99455,0.711
15876.6,2.99900,0.712
15893.6,3.00413,0.713
15911.7,3.00883,0.714
15929.7,3.01314,0.715
15948.3,3.01763,0.716
15966.2,3.02225,0.717
15985.3,3.02679,0.718
16002.2,3.03215,0.719
16020.9,3.03665,0.720
16039.7,3.04119,0.721
16058.6,3.04622,0.722
16078.6,3.05103,0.723
16095.6,3.05553,0.724
16112.8,3.06013,0.726
16131.5,3.06461,0.727
16150.2,3.06910,0.728
16169.9,3.07424,0.729
16188.9,3.07904,0.730
16206.5,3.08343,0.731
16225.2,3.08805,0.732
16243.8,3.09312,0.733
16261.9,3.09762,0.734
16281.4,3.10251,0.735
16300.1,3.10699,0.736
16318.9,3.11147,0.737
16337.5,3.11636,0.738
16354.6,3.12086,0.739
16374.8,3.12606,0.740
16393.8,3.13041,0.741
16412.5,3.13514,0.743
16432.5,3.13954,0.744
16450.0,3.14487,0.745
16468.7,3.14935,0.746
16487.6,3.15383,0.747
16507.8,3.15826,0.748
16526.7,3.16334,0.749
16546.9,3.16815,0.750
16564.0,3.17264,0.751
16582.6,3.17720,0.752
16601.2,3.18169,0.753
16621.6,3.18612,0.754
16640.2,3.19138,0.755
16659.3,3.19581,0.756
16679.1,3.20033,0.757
16697.8,3.20497,0.758
16716.4,3.20946,0.760
16736.8,3.21389,0.761
16756.2,3.21890,0.762
16774.9,3.22334,0.763
16794.4,3.22828,0.764
16814.7,3.23271,0.765
16833.4,3.23719,0.766
16853.1,3.24186,0.767
16871.9,3.24645,0.768
16892.3,3.25157,0.769
16911.4,3.25604,0.770
16930.1,3.26054,0.771
16949.0,3.26516,0.772
16969.0,3.26955,0.773
16989.3,3.27488,0.774
17008.3,3.27894,0.775
17028.4,3.28477,0.777
17048.5,3.28911,0.778
17068.1,3.29334,0.779
17089.5,3.29804,0.780
17108.6,3.30309,0.781
17128.6,3.30744,0.782
17147.8,3.31256,0.783
17168.2,3.31648,0.784
17188.0,3.32104,0.785
17207.0,3.32592,0.786
17227.5,3.33031,0.787
17246.9,3.33542,0.788
17268.4,3.33980,0.789
17288.1,3.34427,0.790
17308.0,3.34890,0.791
17328.6,3.35368,0.792
17349.1,3.35827,0.794
17367.8,3.36359,0.795
17388.0,3.36797,0.796
17410.0,3.37182,0.797
17430.7,3.37693,0.798
17451.1,3.38132,0.799
17471.4,3.38571,0.800
17491.9,3.39062,0.801
17511.5,3.39535,0.802
17532.7,3.40048,0.803
17554.2,3.40487,0.804
17574.6,3.40930,0.805
17593.9,3.41376,0.806
17614.3,3.41820,0.807
17634.7,3.42342,0.808
17656.2,3.42797,0.809
17677.9,3.43168,0.811
17696.5,3.43708,0.812
17716.6,3.44142,0.813
17738.7,3.44578,0.814
17758.9,3.45016,0.815
17781.1,3.45458,0.816
17803.2,3.45981,0.817
17823.5,3.46418,0.818
17844.2,3.46929,0.819
17864.8,3.47323,0.820
17886.4,3.47829,0.821
17908.4,3.48296,0.822
17929.5,3.48738,0.823
17950.7,3.49178,0.824
17972.1,3.49671,0.825
17992.6,3.50109,0.826
18013.1,3.50581,0.828
18034.2,3.51044,0.829
18055.4,3.51478,0.830
18077.6,3.51916,0.831
18099.9,3.52386,0.832
18120.8,3.52897,0.833
18142.8,3.53333,0.834
18164.6,3.53772,0.835
18186.5,3.54224,0.836
18208.9,3.54652,0.837
18229.5,3.55189,0.838
18251.5,3.55625,0.839
18273.6,3.56064,0.840
18295.6,3.56501,0.841
18316.1,3.56943,0.842
18338.1,3.57466,0.843
18360.2,3.57899,0.845
18382.4,3.58312,0.846
18403.9,3.58793,0.847
18425.8,3.59299,0.848
18447.4,3.59736,0.849
18470.0,3.60156,0.850
18492.3,3.60632,0.851
18514.6,3.61077,0.852
18536.7,3.61565,0.853
18559.6,3.62028,0.854
18581.8,3.62428,0.855
18604.0,3.62923,0.856
18626.7,3.63359,0.857
18649.2,3.63863,0.858
18671.2,3.64330,0.859
18694.1,3.64764,0.860
18716.3,3.65202,0.862
18736.4,3.65628,0.863
18760.7,3.66081,0.864
18784.4,3.66511,0.865
18808.1,3.66940,0.866
18830.3,3.67474,0.867
18852.4,3.67906,0.868
18874.6,3.68350,0.869
18898.3,3.68781,0.870
18920.4,3.69299,0.871
18945.6,3.69691,0.872
18967.5,3.70178,0.873
18990.7,3.70615,0.874
19012.1,3.71109,0.875
19035.7,3.71542,0.876
19059.0,3.72014,0.877
19082.1,3.72454,0.879
19104.2,3.72891,0.880
19127.0,3.73303,0.881
19151.0,3.73753,0.882
19173.9,3.74290,0.883
19198.2,3.74718,0.884
19222.6,3.75147,0.885
19244.8,3.75611,0.886
19267.7,3.76026,0.887
19292.6,3.76547,0.888
19316.5,3.76974,0.889
19340.7,3.77414,0.890
19364.2,3.77847,0.891
19386.4,3.78280,0.892
19410.2,3.78807,0.893
19432.4,3.79240,0.894
19456.2,3.79677,0.896
19481.4,3.80102,0.897
19505.1,3.80534,0.898
19528.9,3.81014,0.899
19551.3,3.81476,0.900
19575.1,3.81933,0.901
19598.4,3.82366,0.902
19622.1,3.82860,0.903
19645.9,3.83288,0.904
19668.7,3.83718,0.905
19694.2,3.84140,0.906
19717.9,3.84599,0.907
19742.5,3.85050,0.908
19765.1,3.85522,0.909
19790.4,3.85966,0.910
19815.6,3.86387,0.911
19839.2,3.86892,0.913
19863.2,3.87322,0.914
19886.5,3.87783,0.915
19911.8,3.88222,0.916
19935.2,3.88693,0.917
19959.6,3.89120,0.918
19983.9,3.89600,0.919
20007.2,3.90018,0.920
20032.5,3.90442,0.921
20058.6,3.90884,0.922
20083.0,3.91349,0.923
20107.8,3.91772,0.924
20131.6,3.92290,0.925
20157.1,3.92722,0.926
20179.6,3.93153,0.927
20206.5,3.93598,0.928
20231.0,3.94033,0.930
20254.9,3.94449,0.931
20280.2,3.94945,0.932
20305.8,3.95416,0.933
20331.1,3.95870,0.934
20356.0,3.96269,0.935
20381.5,3.96733,0.936
20406.5,3.97156,0.937
20432.6,3.97576,0.938
20456.5,3.98077,0.939
20482.4,3.98501,0.940
20507.5,3.98946,0.941
20532.5,3.99415,0.942
20557.9,3.99871,0.943
20584.1,4.00303,0.944
20608.0,4.00737,0.945
20633.5,4.01159,0.947
20658.3,4.01572,0.948
20685.9,4.02005,0.949
20709.9,4.02521,0.950
20735.7,4.02953,0.951
20761.1,4.03228,0.952
20787.8,4.03880,0.953
20812.9,4.04306,0.954
20838.5,4.04751,0.955
20866.3,4.05160,0.956
20893.2,4.05672,0.957
20918.5,4.06092,0.958
20942.9,4.06496,0.959
20970.0,4.06916,0.960
20997.2,4.07336,0.961
21023.1,4.07853,0.962
21049.3,4.08269,0.964
21076.8,4.08713,0.965
21102.4,4.09142,0.966
21129.5,4.09567,0.967
21156.7,4.09982,0.968
21182.1,4.10503,0.969
21209.4,4.10924,0.970
21236.2,4.11401,0.971
21261.5,4.11781,0.972
21290.0,4.12280,0.973
21316.1,4.12716,0.974
21343.3,4.13136,0.975
21369.9,4.13558,0.976
21397.5,4.13995,0.977
21424.8,4.14395,0.978
21452.0,4.14837,0.979
21479.1,4.15308,0.981
21505.9,4.15719,0.982
21534.3,4.16167,0.983
21561.5,4.16618,0.984
21588.7,4.17038,0.985
21615.9,4.17503,0.986
21644.0,4.17975,0.987
21671.1,4.18395,0.988
21698.5,4.18815,0.989
21726.4,4.19233,0.990
21754.2,4.19650,0.991
21783.0,4.20096,0.992
21810.1,4.20512,0.993
21836.6,4.20976,0.994
21863.9,4.21423,0.995
21891.4,4.21859,0.996
21920.2,4.22270,0.998
21949.0,4.22772,0.999
21977.8,4.23187,1.00
22005.0,4.23607,1.00
22031.1,4.24010,1.00
22061.1,4.24530,1.00
22088.5,4.24960,1.00
22117.4,4.25374,1.00
22146.0,4.25789,1.01
22173.2,4.26209,1.01
22200.9,4.26699,1.01
22228.6,4.27112,1.01
22257.4,4.27520,1.01
22287.0,4.27971,1.01
22315.4,4.28419,1.01
22345.6,4.28797,1.01
22373.7,4.29261,1.01
22404.3,4.29721,1.02
22432.4,4.30139,1.02
22461.9,4.30551,1.02
22491.9,4.30993,1.02
22520.8,4.31402,1.02
22548.6,4.31860,1.02
22577.0,4.32307,1.02
22605.9,4.32805,1.02
22635.0,4.33234,1.02
22664.3,4.33629,1.03
22694.3,4.34057,1.03
22721.7,4.34477,1.03
22748.9,4.34893,1.03
22779.4,4.35303,1.03
22809.9,4.35714,1.03
22838.8,4.36228,1.03
22867.7,4.36642,1.03
22898.1,4.37049,1.03
22927.0,4.37536,1.03
22955.8,4.37946,1.04
22984.3,4.38351,1.04
23013.7,4.38765,1.04
23044.1,4.39169,1.04
23074.6,4.39673,1.04
23103.5,4.40086,1.04
23134.0,4.40544,1.04
23162.8,4.40958,1.04
23193.5,4.41368,1.04
23224.0,4.41777,1.05
23254.0,4.42215,1.05
23283.1,4.42614,1.05
23313.9,4.43108,1.05
23343.1,4.43521,1.05
23374.8,4.43926,1.05
23405.4,4.44343,1.05
23434.4,4.44752,1.05
23464.9,4.45256,1.05
23494.4,4.45644,1.05
